base_unit_cost,competitor_price_ratio,historical_demand_index,promotional_lift_pct,inventory_coverage_days,macro_seasonality_factor,will_convert_purchase
35.741,1.144,521.971,0.187,59,0.811,1
36.625,0.864,578.499,0.166,6,1.295,0
28.498,0.825,379.911,0.08,43,1.202,0
51.593,0.938,453.574,0.177,51,1.255,0
56.684,0.951,528.801,0.145,19,0.81,1
51.867,1.163,541.627,0.131,51,0.695,1
70.117,0.958,548.028,0.071,50,1.027,1
44.916,0.922,479.25,0.08,22,1.067,0
55.031,0.958,443.386,0.126,27,1.073,0
28.624,1.218,973.666,0.315,42,1.296,0
39.194,1.052,636.018,0.144,25,0.653,1
55.433,1.023,561.972,0.071,17,1.172,0
57.737,1.033,465.019,0.053,35,0.781,1
40.59,1.244,432.317,0.081,21,1.171,0
43.926,0.938,480.38,0.294,59,0.905,1
22.232,1.247,543.924,0.088,17,0.837,0
39.645,1.082,217.935,0.193,43,0.878,0
58.356,1.026,264.592,0.09,7,0.711,1
53.628,1.425,404.468,0.141,18,1.008,0
52.51,0.892,531.071,0.183,47,0.845,1
45.747,0.997,464.109,0.074,50,1.157,0
45.106,0.865,721.718,0.069,34,1.128,1
35.095,1.193,277.64,0.253,24,1.338,0
55.482,1.303,387.298,0.199,45,1.073,1
51.315,1.3,728.014,0.183,34,1.104,1
52.38,1.234,519.668,0.183,15,1.28,0
37.109,1.02,632.726,0.157,40,0.874,1
12.7,0.995,807.687,0.281,28,0.702,1
61.457,0.799,395.929,0.124,54,1.04,0
37.817,1.355,485.103,0.166,19,0.715,0
32.058,1.12,459.136,0.004,7,1.491,0
55.402,0.976,206.811,0.054,51,1.291,1
39.12,1.249,453.44,0.024,35,1.433,0
60.899,0.904,632.159,0.222,29,1.012,0
54.255,1.111,581.088,0.0,7,1.11,0
55.254,1.024,592.862,0.088,39,0.908,1
24.511,1.146,443.674,0.0,9,1.177,0
63.179,1.04,401.585,0.053,50,0.757,1
48.919,0.832,690.388,0.081,20,0.5,1
39.461,1.061,425.402,0.231,33,0.842,0
47.151,1.207,544.112,0.152,8,0.709,0
18.356,1.046,524.5,0.053,4,1.296,0
51.13,1.166,719.258,0.205,15,1.363,0
29.559,0.893,645.712,0.121,44,0.719,1
24.71,1.046,305.711,0.123,55,1.258,0
22.165,0.956,321.867,0.024,54,1.19,1
61.69,1.162,586.836,0.041,13,0.686,1
35.561,1.055,490.349,0.054,28,0.922,1
68.006,1.154,431.724,0.124,23,0.884,0
36.963,1.213,652.344,0.126,4,1.15,0
19.39,1.154,528.119,0.244,42,0.754,0
28.252,1.091,507.869,0.151,58,0.98,1
63.537,0.9,616.974,0.0,56,0.863,1
42.662,1.05,443.734,0.141,53,1.095,0
36.776,0.97,735.278,0.004,22,0.957,1
47.4,0.998,381.793,0.043,19,0.893,0
52.527,0.994,598.539,0.055,18,0.957,1
61.761,0.903,715.075,0.067,59,1.407,1
66.727,0.756,293.406,0.01,44,0.917,1
39.603,0.95,448.5,0.136,7,0.792,1
25.109,1.079,671.331,0.007,16,1.117,0
38.798,0.848,673.587,0.149,26,0.971,1
48.904,1.052,474.276,0.299,53,0.717,1
30.544,1.335,389.799,0.014,6,1.446,0
30.643,1.203,643.39,0.097,54,0.93,1
50.157,1.297,677.532,0.0,50,0.924,1
44.27,1.109,325.3,0.096,26,1.032,0
45.492,1.225,319.413,0.171,49,1.346,0
33.623,0.941,533.789,0.178,11,0.664,0
41.544,0.953,594.404,0.126,5,1.055,0
31.137,0.639,455.14,0.191,57,1.417,0
58.353,1.228,601.894,0.324,11,1.026,0
60.529,1.281,393.48,0.257,20,0.753,0
17.307,0.967,182.796,0.078,38,0.876,1
31.057,1.012,436.415,0.004,21,1.041,0
22.552,0.937,509.485,0.088,26,1.266,0
35.25,1.107,458.624,0.044,6,0.932,0
43.748,1.219,326.21,0.156,11,1.165,0
23.255,0.789,227.653,0.026,35,0.713,1
31.172,1.111,422.887,0.114,3,0.711,0
29.941,1.008,634.648,0.187,54,0.903,1
48.109,1.067,688.43,0.112,53,1.288,1
46.04,1.119,678.157,0.044,37,1.014,1
34.174,1.022,377.614,0.214,12,1.058,0
47.652,1.034,326.944,0.0,14,1.056,0
36.8,1.018,574.495,0.094,20,1.222,0
40.925,1.196,595.265,0.117,16,0.878,1
70.102,1.113,560.025,0.121,12,1.138,0
65.107,1.083,197.891,0.134,12,0.834,0
25.506,0.859,369.967,0.169,20,1.397,0
57.446,0.993,495.547,0.117,26,0.84,1
57.171,1.185,573.083,0.091,3,0.824,0
27.776,1.056,615.096,0.087,32,1.11,0
57.282,1.149,521.638,0.071,17,1.016,0
68.069,1.315,549.618,0.183,10,1.065,0
28.162,1.206,512.73,0.068,60,1.045,1
31.237,1.064,602.843,0.188,37,0.782,1
60.265,0.973,546.93,0.122,20,1.323,0
49.072,0.667,509.861,0.078,43,1.179,0
53.272,1.025,459.745,0.169,18,1.272,0
50.109,1.001,512.194,0.062,23,0.894,1
50.86,1.109,572.689,0.171,17,1.083,0
25.103,1.027,540.121,0.137,7,1.039,0
60.71,1.002,557.124,0.072,47,1.226,1
62.544,0.783,701.408,0.162,56,1.232,1
41.559,0.909,539.775,0.164,54,1.039,1
44.348,1.121,402.65,0.213,9,0.696,0
22.033,1.307,632.541,0.197,50,1.356,0
52.714,1.035,295.07,0.159,9,1.111,0
53.581,1.099,337.788,0.03,29,0.878,1
44.067,1.193,550.377,0.316,27,1.081,0
61.865,0.928,577.46,0.008,24,0.698,1
39.989,1.105,313.242,0.196,50,1.211,0
53.469,0.939,442.577,0.155,15,0.706,1
29.705,1.18,409.087,0.026,19,0.956,0
44.647,1.073,426.999,0.11,43,1.049,1
42.385,1.095,641.54,0.114,46,1.208,0
48.38,0.933,605.976,0.224,15,1.021,0
39.457,1.156,497.132,0.063,28,1.127,1
43.028,1.363,418.106,0.099,11,0.994,0
57.391,0.899,297.553,0.0,7,0.994,0
38.449,0.999,713.028,0.259,41,1.017,1
20.901,1.085,588.817,0.034,35,0.962,1
71.244,1.168,394.0,0.146,6,0.663,0
65.722,0.966,607.94,0.112,30,0.846,1
25.616,0.625,489.466,0.112,28,1.049,1
55.346,1.254,456.934,0.185,6,0.95,0
37.455,1.164,565.282,0.254,18,0.969,0
48.952,0.789,388.775,0.14,39,0.935,1
49.413,0.959,448.437,0.172,24,0.827,1
41.484,1.285,518.219,0.146,38,0.901,1
33.244,1.267,425.082,0.201,40,0.939,0
34.642,1.191,600.363,0.083,60,1.001,1
31.257,1.024,780.36,0.206,57,1.079,1
32.523,1.062,386.855,0.209,37,0.964,0
43.992,1.03,250.231,0.207,27,0.794,0
34.264,1.219,199.739,0.067,10,0.72,0
55.231,0.919,477.43,0.107,19,1.519,0
67.309,0.929,400.525,0.139,20,0.774,1
36.299,1.202,531.179,0.01,52,0.896,1
48.591,1.043,519.89,0.248,60,1.103,0
52.495,1.257,259.517,0.119,59,1.072,0
52.08,0.949,227.767,0.143,14,1.104,0
46.139,1.042,544.39,0.074,59,0.911,1
56.14,0.912,520.314,0.014,59,1.048,1
52.234,1.051,436.127,0.072,35,1.012,1
26.435,0.828,251.428,0.138,25,0.938,0
58.037,0.977,570.709,0.174,14,1.049,0
58.309,0.835,690.785,0.133,13,1.211,1
33.551,1.154,541.697,0.148,15,0.996,0
45.569,1.157,372.879,0.093,37,0.997,0
55.25,0.79,506.683,0.16,29,1.214,1
41.86,1.25,295.083,0.239,27,1.192,0
61.095,1.425,658.694,0.176,42,1.317,0
80.458,1.057,512.277,0.185,5,0.649,0
33.21,0.954,234.776,0.144,51,1.181,0
24.284,1.474,454.899,0.0,27,1.12,1
49.557,0.852,569.495,0.036,47,0.823,1
55.823,1.053,450.043,0.156,12,1.05,0
41.537,1.077,458.616,0.119,19,1.21,0
66.799,1.252,316.34,0.155,5,0.834,1
24.921,1.104,584.981,0.254,47,1.089,0
55.394,0.975,402.73,0.178,24,1.174,0
35.912,0.907,176.533,0.221,40,0.786,0
70.791,0.999,444.311,0.128,16,0.972,1
74.888,0.899,647.172,0.055,29,1.06,1
33.5,1.057,441.961,0.115,44,0.841,1
36.757,0.965,760.698,0.056,22,0.824,1
57.894,0.826,564.345,0.245,50,0.973,1
39.193,1.238,550.814,0.183,20,1.16,0
44.319,0.975,480.74,0.162,15,1.129,0
45.381,0.86,489.757,0.219,44,0.828,1
16.205,1.025,460.486,0.0,8,1.13,0
44.792,1.06,454.66,0.167,12,0.833,0
34.654,0.788,579.63,0.015,39,0.678,1
37.603,1.1,359.625,0.119,31,0.927,0
66.654,0.893,338.616,0.095,8,1.225,0
26.152,1.307,331.521,0.173,41,1.131,0
57.198,1.129,806.848,0.138,13,1.0,1
40.816,0.99,579.551,0.228,50,0.917,1
40.804,0.938,545.674,0.072,27,0.922,1
56.856,1.034,341.373,0.177,46,1.022,1
50.101,1.142,593.501,0.133,46,0.786,1
53.559,1.046,482.514,0.0,32,0.93,1
59.523,1.017,532.125,0.047,57,0.957,1
40.03,1.059,353.507,0.108,22,0.73,1
35.816,0.959,524.04,0.209,60,0.832,1
28.723,0.999,436.425,0.157,39,1.082,0
32.619,0.737,385.158,0.027,18,1.002,1
89.236,1.196,610.116,0.109,33,0.938,1
63.67,1.095,269.344,0.281,31,0.818,0
24.734,0.934,584.716,0.129,8,1.315,0
25.163,1.335,602.673,0.094,31,0.832,0
52.228,1.063,368.053,0.159,34,1.05,0
53.209,0.895,376.951,0.181,11,0.902,0
53.233,1.179,466.546,0.084,39,1.007,1
41.176,1.11,542.305,0.16,55,1.092,1
43.118,1.109,477.072,0.094,25,0.726,1
49.918,0.986,565.034,0.178,18,0.999,0
46.288,1.118,764.447,0.134,20,1.238,0
11.71,1.011,423.842,0.159,21,1.352,0
41.553,1.133,242.723,0.059,46,0.974,1
32.229,0.764,623.889,0.054,4,1.008,0
47.628,0.985,752.497,0.196,60,1.442,1
89.779,1.308,558.915,0.114,12,1.227,0
50.512,0.935,336.838,0.143,14,0.877,0
40.297,0.959,481.416,0.095,48,0.876,1
58.827,0.983,332.221,0.192,20,1.191,0
52.24,0.868,596.428,0.071,21,0.798,1
51.301,0.719,297.306,0.109,40,1.218,0
54.103,1.015,454.981,0.183,39,1.067,0
75.848,1.07,349.349,0.214,29,1.104,0
28.037,1.042,519.024,0.078,50,0.949,0
52.104,1.028,445.049,0.277,16,0.874,0
31.104,1.056,526.514,0.145,47,1.292,0
53.333,1.203,503.353,0.037,55,0.951,1
31.22,1.021,352.001,0.15,36,0.918,1
38.739,0.964,594.032,0.089,4,0.984,0
40.574,1.008,492.685,0.155,46,1.039,0
59.637,1.137,351.721,0.117,35,0.794,1
58.777,1.262,836.139,0.126,21,0.887,1
26.314,0.956,571.465,0.047,29,0.876,1
45.824,1.065,477.011,0.199,50,1.169,0
34.356,1.101,712.281,0.028,32,0.823,1
26.122,0.901,776.272,0.031,9,0.649,1
41.745,1.053,478.198,0.149,29,0.607,1
40.373,0.83,552.11,0.248,23,0.706,1
81.401,0.785,351.8,0.092,9,1.272,0
51.494,1.105,477.921,0.176,50,1.003,1
24.336,0.992,470.141,0.206,27,1.1,0
36.528,1.08,527.724,0.185,40,1.107,1
60.321,1.047,549.914,0.095,20,1.011,0
76.327,0.904,583.974,0.033,35,0.985,0
21.21,1.043,535.646,0.0,35,1.209,0
16.801,0.865,318.389,0.099,34,1.029,0
73.064,1.259,359.23,0.214,60,1.28,0
50.844,0.847,418.039,0.03,27,1.124,1
31.976,1.021,457.664,0.176,16,0.876,0
53.019,0.894,657.616,0.044,40,0.901,1
10.0,1.136,325.559,0.128,40,0.855,0
45.051,1.0,446.388,0.177,6,1.244,0
49.917,0.972,642.951,0.067,46,0.919,1
58.864,1.178,455.018,0.134,20,0.84,1
29.792,1.054,569.062,0.087,12,1.064,0
46.285,1.127,479.069,0.176,37,0.981,1
31.119,0.903,538.517,0.139,37,1.059,1
48.831,0.839,465.729,0.125,42,1.378,1
31.57,1.066,600.06,0.245,56,1.183,0
38.878,1.002,268.242,0.173,25,1.005,0
30.063,1.144,445.503,0.065,27,0.718,1
54.767,1.038,544.486,0.113,3,0.9,1
57.877,1.081,580.054,0.114,20,1.142,0
41.481,0.806,723.943,0.126,17,0.766,1
45.574,1.333,441.346,0.322,27,1.428,0
23.271,1.025,721.922,0.15,34,1.003,1
40.505,1.155,401.146,0.0,55,1.01,1
44.247,0.925,699.297,0.077,22,0.867,1
84.312,1.096,622.62,0.0,19,1.099,1
28.32,0.855,362.981,0.094,59,0.768,1
66.963,1.118,546.056,0.0,13,1.433,0
59.953,0.997,492.315,0.05,15,1.263,0
49.21,1.054,593.838,0.0,27,1.197,1
71.379,1.155,466.509,0.151,22,0.722,1
50.582,0.865,453.913,0.12,27,1.041,0
50.837,0.947,705.364,0.144,44,1.242,1
44.203,1.119,485.192,0.112,47,1.119,0
63.354,1.365,623.963,0.008,51,0.8,1
61.447,1.029,466.197,0.161,33,0.87,1
35.615,1.139,749.999,0.274,55,0.91,1
25.211,1.034,398.25,0.153,3,0.879,0
41.955,1.341,407.878,0.086,54,1.306,0
32.999,0.788,728.678,0.006,18,0.616,1
44.047,1.064,433.258,0.047,50,1.131,1
63.562,0.806,740.161,0.156,30,0.742,1
38.14,0.674,633.776,0.206,23,0.808,1
44.358,1.095,476.803,0.141,32,0.598,1
45.87,1.071,228.006,0.184,5,0.89,0
57.726,1.007,497.102,0.177,36,1.302,0
11.297,1.034,515.245,0.161,8,1.053,0
35.899,1.515,675.083,0.067,45,0.76,1
48.169,1.011,738.267,0.134,31,1.203,0
63.001,1.127,397.252,0.052,5,1.246,0
37.621,0.953,620.177,0.121,60,1.021,1
16.852,1.094,614.81,0.146,35,1.407,0
54.296,1.014,661.012,0.254,13,1.164,0
35.47,0.988,574.803,0.015,47,1.137,1
27.155,1.323,208.625,0.159,7,0.839,0
35.635,1.227,476.687,0.238,52,1.125,0
42.232,1.071,326.644,0.181,34,1.043,0
35.929,0.704,469.609,0.187,49,1.104,1
11.917,0.996,647.001,0.167,20,0.863,0
58.456,1.455,545.773,0.224,49,1.026,1
64.123,1.015,672.214,0.033,22,0.837,1
54.773,1.215,551.263,0.009,54,0.571,1
27.935,1.266,305.251,0.119,54,1.2,0
41.978,1.083,121.873,0.0,41,0.7,1
44.902,0.924,522.321,0.218,51,1.021,0
53.982,0.685,467.911,0.218,42,1.067,1
55.025,1.153,353.458,0.085,30,1.065,0
33.987,0.928,244.906,0.09,15,0.943,0
46.23,1.076,389.789,0.114,28,1.054,0
51.859,0.863,470.826,0.124,18,1.094,0
66.837,1.01,599.882,0.13,27,1.147,1
55.568,1.055,528.295,0.165,12,1.347,0
56.836,1.09,741.21,0.106,31,1.047,1
46.257,0.883,344.659,0.195,48,1.013,1
66.157,1.23,632.159,0.156,40,0.819,1
51.146,0.96,507.095,0.071,22,1.087,0
32.084,0.799,604.2,0.227,56,1.133,1
66.051,1.034,434.523,0.011,28,0.962,1
55.469,1.055,660.752,0.113,34,1.109,1
38.354,1.074,544.284,0.197,41,0.941,0
37.808,1.254,398.083,0.062,40,1.134,0
49.449,1.015,498.196,0.145,51,1.183,0
51.948,1.032,464.067,0.163,55,1.18,1
47.959,0.885,573.377,0.051,26,1.024,1
49.67,1.173,323.033,0.114,33,0.792,1
70.499,1.078,495.597,0.107,42,0.878,1
61.073,0.987,559.296,0.076,14,1.119,0
47.86,0.764,504.953,0.304,60,1.49,0
59.12,1.267,702.041,0.059,59,0.932,1
29.512,0.866,616.103,0.2,38,1.091,1
50.969,0.961,498.878,0.089,12,0.889,1
72.14,1.104,532.503,0.033,8,0.805,1
41.729,0.871,544.35,0.128,9,0.865,0
32.285,0.826,560.495,0.172,55,0.584,1
35.219,0.731,226.151,0.194,33,1.271,0
28.656,1.158,454.771,0.245,29,0.554,0
33.229,0.968,277.334,0.356,10,0.947,0
39.442,1.489,691.742,0.14,5,0.764,0
23.916,0.901,490.873,0.067,42,0.823,1
45.234,0.912,470.999,0.156,49,1.275,0
58.534,0.965,634.52,0.099,23,1.04,0
31.384,1.086,563.349,0.194,3,0.807,0
67.789,0.979,330.705,0.016,47,0.882,1
52.662,1.142,489.364,0.309,56,0.847,1
60.459,0.903,449.725,0.188,52,0.991,1
35.132,0.843,238.32,0.0,17,1.035,0
57.818,0.78,396.459,0.063,9,1.379,0
28.621,0.716,472.469,0.185,17,0.617,1
58.354,0.972,482.757,0.214,27,0.993,0
47.578,1.005,277.665,0.018,5,0.937,1
53.299,0.955,672.75,0.177,32,1.189,0
27.366,1.237,484.685,0.0,60,1.071,1
31.574,1.234,505.633,0.113,16,1.118,0
53.958,1.0,560.096,0.209,54,1.069,0
30.775,0.781,381.789,0.076,6,0.814,0
51.948,0.965,568.453,0.0,38,1.242,1
24.493,0.96,444.939,0.132,5,1.16,0
57.723,0.951,365.512,0.072,7,1.183,0
26.512,0.945,586.017,0.17,27,1.253,0
53.284,0.952,723.751,0.049,33,1.084,1
54.384,0.992,608.724,0.058,13,1.296,0
34.548,0.955,638.447,0.0,10,1.076,0
53.73,1.081,421.905,0.134,28,0.956,1
48.907,1.104,260.357,0.107,4,0.999,0
36.917,0.913,723.521,0.025,30,0.995,1
29.872,1.241,808.177,0.136,50,0.896,1
15.561,0.903,731.421,0.202,59,1.326,1
50.245,0.807,449.632,0.103,12,1.059,0
21.528,1.107,326.805,0.141,52,1.019,0
46.43,0.927,340.148,0.142,41,1.078,1
41.048,1.098,247.44,0.024,39,1.596,0
55.187,0.689,483.893,0.285,41,0.774,1
40.469,1.259,740.852,0.082,23,0.831,1
40.058,1.151,478.751,0.172,30,0.724,1
55.978,0.825,545.348,0.182,40,0.953,1
50.026,0.828,706.34,0.109,58,1.049,1
49.742,1.301,439.386,0.169,35,0.907,0
52.039,0.939,805.33,0.14,13,0.892,1
21.966,0.925,798.814,0.007,47,1.028,1
56.352,0.71,480.333,0.093,46,0.9,1
54.187,0.997,413.37,0.071,3,1.062,0
29.75,1.016,604.586,0.083,55,1.223,1
41.339,1.157,447.871,0.016,49,1.135,1
44.41,0.84,326.517,0.21,35,1.176,1
42.983,0.822,692.186,0.248,5,1.217,0
50.008,1.118,682.467,0.198,28,1.057,0
66.471,1.201,523.327,0.222,17,0.968,1
61.227,0.814,310.57,0.092,43,0.846,1
25.317,1.212,315.571,0.069,16,0.922,0
54.331,1.056,516.084,0.058,25,0.895,0
64.934,1.214,425.019,0.172,56,1.146,0
50.802,1.039,448.836,0.138,58,1.069,1
61.365,0.672,653.294,0.114,10,1.139,0
75.184,1.027,609.977,0.224,56,0.768,1
60.356,1.209,706.721,0.152,38,1.286,0
48.74,0.916,351.407,0.053,22,0.915,0
60.676,0.992,448.521,0.066,54,0.78,1
47.173,1.024,613.847,0.175,8,0.912,0
45.359,0.615,567.212,0.203,35,1.497,0
39.729,1.301,729.857,0.164,30,0.922,1
68.451,0.915,563.081,0.272,52,0.935,1
32.724,1.126,777.216,0.251,40,0.962,1
67.986,1.037,581.003,0.155,32,0.97,1
52.498,1.239,659.325,0.053,48,0.844,1
24.01,1.111,451.473,0.015,45,1.029,1
50.515,1.015,502.143,0.089,19,1.215,0
13.5,0.916,636.642,0.18,11,1.063,0
54.383,1.17,741.947,0.266,30,0.778,1
58.278,0.769,609.386,0.153,56,0.931,1
36.115,1.147,487.524,0.213,9,0.89,0
46.853,0.885,706.6,0.1,48,1.011,1
74.312,1.238,171.203,0.17,30,1.266,0
37.414,1.074,286.665,0.186,19,0.97,0
29.116,1.147,602.245,0.0,42,0.982,1
67.225,1.062,502.116,0.087,50,1.356,1
74.439,0.787,590.827,0.196,46,1.175,0
45.055,0.921,509.661,0.142,46,1.115,1
60.172,1.151,585.642,0.024,7,1.392,0
65.122,1.075,377.84,0.0,7,1.098,1
33.863,1.227,585.573,0.091,16,0.603,1
37.72,1.11,649.162,0.114,8,1.167,0
63.463,0.905,683.083,0.049,9,0.682,1
70.275,0.931,802.033,0.131,57,1.09,1
53.443,1.065,536.615,0.161,55,0.657,1
31.803,0.703,541.087,0.174,19,0.907,1
74.806,1.301,271.524,0.0,11,0.927,0
37.035,1.116,420.288,0.015,33,0.846,1
39.973,1.234,471.038,0.096,24,0.93,0
50.135,0.813,657.548,0.166,47,1.207,1
68.312,1.237,408.35,0.159,11,0.857,0
57.81,1.385,619.451,0.158,18,1.109,0
51.223,0.852,499.757,0.089,38,0.807,1
51.949,1.166,473.425,0.094,36,0.962,1
45.653,1.05,537.334,0.062,47,1.065,1
53.372,0.818,441.327,0.181,15,0.801,1
10.0,1.124,435.644,0.046,21,0.738,1
40.551,1.175,244.282,0.188,14,1.098,0
48.62,0.96,462.807,0.137,38,1.225,1
27.735,1.225,428.005,0.116,12,0.984,0
50.795,0.8,422.603,0.067,18,0.909,0
41.933,0.826,562.531,0.012,30,1.031,1
71.332,1.07,598.795,0.068,58,1.011,1
68.595,1.054,534.829,0.094,21,1.049,1
38.013,0.943,649.312,0.0,42,0.5,1
42.737,1.171,586.334,0.104,8,0.786,0
43.891,1.13,455.742,0.194,6,0.831,0
38.225,1.179,430.572,0.165,32,1.03,0
47.925,1.032,546.923,0.08,41,1.037,1
33.626,1.14,586.065,0.124,33,1.127,0
28.041,0.983,709.677,0.076,48,1.052,1
54.341,1.358,678.676,0.132,29,0.74,1
54.443,0.928,418.779,0.243,47,1.289,0
32.935,1.366,484.699,0.197,23,1.254,0
58.43,1.055,600.653,0.162,39,0.748,1
35.526,0.844,660.2,0.081,11,1.067,0
48.797,1.255,640.845,0.18,37,0.881,1
57.305,1.069,490.418,0.0,44,1.028,1
44.496,1.178,311.897,0.1,49,1.211,0
51.821,1.234,350.16,0.167,54,1.426,0
37.254,1.101,540.895,0.179,23,1.15,0
42.053,0.961,551.334,0.174,19,1.059,0
41.912,1.196,335.198,0.144,57,0.932,1
33.801,1.05,506.685,0.104,26,1.036,0
42.348,1.153,594.684,0.163,33,1.272,1
21.771,0.727,327.316,0.044,8,0.991,0
37.633,1.117,665.75,0.052,59,0.823,1
40.727,0.954,443.37,0.125,37,0.676,1
41.157,1.298,688.642,0.134,52,1.103,1
41.378,1.143,419.982,0.0,39,1.049,1
44.074,1.086,346.006,0.156,15,0.871,0
52.192,1.123,431.279,0.182,27,1.205,0
58.118,0.9,485.728,0.114,34,0.916,1
35.254,1.293,441.728,0.31,3,0.973,0
26.952,1.349,467.6,0.065,51,0.997,1
29.369,1.109,550.095,0.091,60,0.93,1
37.692,1.289,474.323,0.088,37,1.047,0
39.721,0.965,490.083,0.114,60,1.23,0
33.45,0.93,243.616,0.094,21,0.772,1
25.558,1.056,558.755,0.007,55,1.098,1
38.158,1.115,486.62,0.076,54,1.034,1
47.721,0.991,741.544,0.112,56,1.031,1
53.925,1.131,359.065,0.218,14,1.174,0
36.639,1.096,228.756,0.296,42,1.01,0
38.805,0.9,592.71,0.227,42,1.096,1
31.1,1.128,551.979,0.058,49,1.143,0
44.528,1.18,348.735,0.064,45,0.899,1
32.274,1.076,270.538,0.107,22,1.06,0
53.597,1.223,730.61,0.263,35,0.95,1
18.212,0.867,712.117,0.107,31,0.973,1
39.606,1.12,126.881,0.014,18,0.936,0
49.517,0.874,431.267,0.08,16,1.094,0
47.758,0.883,749.629,0.181,9,1.016,1
85.396,0.955,428.591,0.175,8,1.079,0
50.247,0.909,426.408,0.104,23,0.996,0
29.939,0.968,457.586,0.175,38,0.679,1
43.568,1.018,331.865,0.0,24,1.006,0
18.356,1.176,244.284,0.128,42,1.013,0
43.791,1.002,657.882,0.189,56,1.049,1
32.504,0.812,223.559,0.053,21,0.881,0
58.731,1.221,537.091,0.053,27,0.761,1
36.757,0.924,632.987,0.0,5,1.125,0
43.249,1.041,282.316,0.247,38,0.945,0
35.467,1.117,361.36,0.062,47,1.034,0
71.083,1.08,681.977,0.139,55,0.944,1
40.181,1.214,579.934,0.168,36,0.999,0
72.488,1.122,407.407,0.241,13,0.91,0
57.212,0.921,680.337,0.108,50,0.806,1
52.231,1.377,680.98,0.077,44,1.095,1
50.531,1.079,540.358,0.134,49,0.879,1
50.907,1.028,364.976,0.223,29,1.033,0
16.085,1.195,437.983,0.106,44,1.082,1
40.817,1.087,542.958,0.044,4,0.883,0
57.677,1.11,471.711,0.0,8,0.759,1
44.267,1.424,640.844,0.022,48,1.485,0
23.922,1.009,270.534,0.189,4,0.894,0
44.214,1.002,275.86,0.094,44,1.125,1
70.562,1.067,527.131,0.071,19,1.388,0
63.703,1.211,426.268,0.063,42,1.158,0
44.07,0.824,405.943,0.127,60,0.94,1
59.272,0.755,234.791,0.101,50,0.987,1
39.502,0.962,502.932,0.098,16,0.833,1
19.442,0.805,492.087,0.228,12,1.176,0
31.133,0.986,598.022,0.243,47,1.113,0
68.443,1.125,510.336,0.0,35,0.897,1
40.89,0.916,480.109,0.146,44,0.792,1
41.349,0.836,676.55,0.058,56,0.736,1
40.502,1.06,303.13,0.1,14,1.197,0
73.562,1.179,580.458,0.145,34,1.024,0
69.389,0.796,249.328,0.103,51,1.043,0
78.282,1.173,374.246,0.138,26,0.835,0
42.614,1.173,318.101,0.174,16,0.707,0
49.434,1.193,617.291,0.144,7,1.193,0
22.25,1.233,490.188,0.068,53,1.008,1
67.154,1.38,497.975,0.07,7,1.181,0
27.483,0.997,333.99,0.005,49,0.923,1
48.252,1.066,455.046,0.052,34,0.953,1
28.54,0.988,385.48,0.277,47,1.143,0
36.167,1.05,557.518,0.057,51,1.146,1
32.441,1.28,351.336,0.025,35,1.16,0
35.882,0.848,699.469,0.146,48,0.941,1
36.913,0.921,248.663,0.111,6,1.123,0
36.776,1.257,379.022,0.104,59,1.222,0
57.5,1.203,751.58,0.233,32,0.979,0
28.427,0.996,434.729,0.164,43,0.897,1
48.308,1.178,302.768,0.078,19,1.269,0
63.269,1.101,532.861,0.086,5,0.869,1
37.302,1.275,428.691,0.08,15,1.126,0
34.231,1.061,374.619,0.19,46,0.988,0
41.542,1.204,335.619,0.095,50,0.632,1
62.696,1.446,915.256,0.0,38,1.226,1
47.912,1.14,462.267,0.116,20,0.5,1
37.032,1.057,211.165,0.0,25,0.603,1
52.258,1.158,724.056,0.295,37,1.105,1
28.466,0.995,591.661,0.043,51,1.105,1
55.22,1.408,385.03,0.107,35,0.872,0
51.129,1.077,360.032,0.141,53,1.03,0
40.383,1.009,601.021,0.097,56,0.5,1
32.421,0.925,462.962,0.097,38,1.141,0
31.7,1.215,211.103,0.154,19,1.05,0
53.022,1.18,768.086,0.242,41,0.991,1
63.435,0.975,434.901,0.181,36,1.004,1
35.44,1.136,724.336,0.238,14,1.099,0
51.876,0.824,691.765,0.036,7,0.994,1
13.695,1.078,349.849,0.145,50,0.625,1
36.231,1.118,654.978,0.132,42,1.439,0
44.534,1.306,402.284,0.148,57,1.24,0
31.355,0.934,219.995,0.23,29,0.743,0
30.952,0.858,436.31,0.102,42,0.931,1
34.983,0.916,559.646,0.088,15,0.953,1
49.383,0.85,430.59,0.163,28,1.216,0
42.19,1.25,453.943,0.0,16,0.568,1
11.427,1.282,671.535,0.101,34,0.9,1
13.189,1.098,515.974,0.109,13,0.648,0
35.897,1.233,373.505,0.046,40,0.943,0
51.865,1.07,605.305,0.205,18,0.905,0
10.0,1.036,529.651,0.035,57,1.016,1
37.504,1.0,121.759,0.109,59,0.879,1
37.106,1.003,564.253,0.143,24,0.85,0
65.825,0.818,558.774,0.228,59,1.124,1
39.225,1.09,503.018,0.119,49,1.091,0
50.745,1.044,633.755,0.195,18,1.11,0
47.119,1.162,399.141,0.176,15,0.965,0
13.042,1.064,550.475,0.13,14,0.886,1
56.523,1.026,264.956,0.033,20,0.976,1
48.231,0.919,561.064,0.005,31,1.1,1
52.624,1.061,792.959,0.129,20,0.565,1
103.894,1.161,350.772,0.077,48,1.079,1
13.738,0.878,386.03,0.194,4,1.062,0
